,songs,artists,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
1688,Human Nature - Acoustic,Matt Johnson,spotify:track:6I3lZJDnuEDpBxbJeK8lDI,0.63,0.369,-9.573,0.0391,0.714,0.0,0.492,152.083
1689,Thunder - Acoustic,The Freed,spotify:track:5dVImTfSnIx8SzhXDmRhB2,0.711,0.156,-16.928,0.0402,0.881,0.0801,0.408,130.01
1690,Fix You - Live,Sam Smith,spotify:track:0Hbn9DrKJiXgoQdVSwBn7B,0.345,0.34,-9.337,0.0342,0.805,1.74e-05,0.302,136.222
1691,Every Breath You Take (feat. Liza Anne),Aaron Krause,spotify:track:65YDMuJmyF8cxTrk4Xogy0,0.325,0.201,-11.595,0.0282,0.758,0.0,0.172,81.869
1692,Girls Just Wanna Have Fun - Acoustic,The Mayries,spotify:track:7rohDMzsbmSmol7sIZs0Px,0.438,0.356,-11.448,0.0388,0.74,0.0,0.356,186.267
1693,She Will Be Loved - Acoustic,Maroon 5,spotify:track:6AVbtprNn18sQcX54K5MTo,0.623,0.494,-9.281,0.0313,0.496,5.96e-06,0.563,98.556
1694,Photograph (feat. Bea Miller),Boyce Avenue,spotify:track:6Pbh08Uo0o51ha2JOW8KtE,0.717,0.32,-8.393,0.0283,0.828,0.0,0.322,107.946
1695,In My Life,Imaginary Future,spotify:track:3P5PjBDgbYzumxnbuahZqn,0.401,0.0854,-15.775,0.0367,0.861,0.0,0.387,178.4
1696,Something Just Like This - Acoustic,Missy & Blonde,spotify:track:6tmwEEqi4o7wpys88d0sqg,0.608,0.307,-10.859,0.0285,0.749,0.000252,0.505,99.938
1697,I Feel It Coming - Acoustic Live Lounge,Matt Johnson,spotify:track:2JeQGU3gmi7HEG6tCFNgzI,0.705,0.362,-10.356,0.0406,0.871,0.0,0.781,93.166
1698,Perfect - Acoustic,Ed Sheeran,spotify:track:5T6bJp3XgwT0IaCfKMxmAu,0.432,0.377,-5.79,0.0304,0.459,0.0,0.394,94.973
1699,Umbrella - Acoustic Version,The Mayries,spotify:track:1hrDzrt4YgZdD67MOu5U0Q,0.675,0.278,-9.569,0.0343,0.845,0.0,0.353,123.962
1700,Sorry,Colin & Caroline,spotify:track:21Cr9ZzBDHF7QxDS8kE5Lx,0.618,0.255,-12.5,0.0396,0.715,0.0,0.547,85.943
1701,It Aint me - Acoustic,Sara Farell,spotify:track:18ZK9RiSZdZVTkzVFw0yin,0.354,0.415,-6.578,0.0289,0.797,0.0,0.421,175.537
1702,What About Us - Acoustic,Thomas Daniel,spotify:track:7e4Pftu2tzDeY0W0690OKQ,0.427,0.229,-11.564,0.0364,0.935,7.37e-06,0.222,125.195
1703,There's Nothing Holdin Me Back,Q.Z.B,spotify:track:2PX6WAoHC307PEUBMkWkE3,0.634,0.305,-10.262,0.0394,0.873,0.0,0.238,113.969
1704,2U - Acoustic Version,Clementine Duo,spotify:track:1jUyxF7NmNXGlZQDVw40O8,0.657,0.192,-13.108,0.0365,0.894,0.0,0.305,130.087
1705,Blinding Lights,Ouvindo,spotify:track:3Iy7HHDobkkXJuBrSbuoU0,0.781,0.411,-10.643,0.0357,0.886,0.0529,0.915,143.933
1706,We Can't Stop - Acoustic,Halloran & Kate,spotify:track:2nYRexPm8vndayCOHgbovU,0.564,0.3,-9.295,0.033,0.879,0.0,0.448,155.632
1707,No One - Acoustic,Alicia Keys,spotify:track:2VFf8YhTnmhWF108o9UEr7,0.379,0.325,-5.862,0.0331,0.712,0.0,0.433,89.798
1708,Crazy - Live Sessions,Madilyn Bailey,spotify:track:15byLK9MadQ44VM9opaGms,0.517,0.25,-8.381,0.0355,0.919,0.0,0.249,102.631
1709,Closer,Tore,spotify:track:4JrV4NJ4ChSoxBTEIb0D7F,0.677,0.518,-8.56,0.0289,0.463,0.0,0.527,95.013
1710,Agua,Valeria Castro,spotify:track:76yx6d2cnxogqq5EeWAGGv,0.451,0.146,-7.906,0.0364,0.97,1.47e-05,0.484,132.421
1711,Let Her Go - Acoustic,Passenger,spotify:track:4tzAf07GCR6DlycQkUKlgN,0.543,0.0775,-13.75,0.0497,0.945,0.0,0.238,144.226
1712,Chandelier - Live from The Village,Sia,spotify:track:2CZX6RHW9EYFhhTANVsF5A,0.448,0.336,-7.706,0.0336,0.967,1.03e-06,0.372,81.568
1713,Heaven Is a Place on Earth,The Mayries,spotify:track:674WNL7f5Xo8XxtipzB3ao,0.634,0.176,-14.703,0.0308,0.931,1.6e-06,0.336,107.873
1714,If I Ain't Got You - Piano & Vocal Version,Alicia Keys,spotify:track:5CSEiDTVH3JnjitvcL39XP,0.564,0.268,-9.437,0.0422,0.957,2.42e-05,0.448,118.001
1715,Señorita - Acoustic Version,Jonah Baker,spotify:track:0gUzvSNUWwr9cuYZPPtBKX,0.699,0.127,-14.37,0.109,0.923,0.0,0.617,115.074
1716,Naked - Acoustic Version,James Arthur,spotify:track:77vv9vprh6SazfOXIJgYpx,0.514,0.343,-8.531,0.0263,0.182,0.0,0.212,102.013
1717,Let It Go,Colin & Caroline,spotify:track:6r8OnTtDrhKBIIYgzxrnZ1,0.46,0.319,-8.621,0.0356,0.861,0.0,0.329,145.765
1718,Havana - Acoustic,Matt Johnson,spotify:track:6WocEbaRB9G2QEnklpIhLd,0.807,0.403,-8.766,0.0314,0.902,0.0,0.951,105.029
1719,Baby One More Time - Recorded at Spotify Studios New York City,Ed Sheeran,spotify:track:4mJDfMcT7odIUjWlb2WO4L,0.792,0.307,-6.224,0.0522,0.189,0.0,0.631,104.511
1720,Algo contigo,Rita Payés,spotify:track:7BYO980wn5wYBZeVdBuGy2,0.528,0.189,-10.708,0.0355,0.978,0.0152,0.247,96.053
1721,Don't Wanna Know - Acoustic Version,The Mayries,spotify:track:4fHJwyR7JILiSAbLyXcrKx,0.438,0.448,-7.676,0.0666,0.706,0.0,0.366,118.37
1722,Stolen Dance,Twin Bandit,spotify:track:6tXrb9kJTmgGOZqpq1powO,0.706,0.328,-10.158,0.0326,0.523,0.0,0.593,85.988
1723,Starboy - Acoustic,Simon Samaeng,spotify:track:2QoyYV4YAuw9T9UgsDoam2,0.585,0.397,-9.847,0.0528,0.782,0.0,0.226,86.837
1724,All of Me - Live from Spotify Milan,John Legend,spotify:track:6nyZQ82OI0OujbbFpo3e0K,0.505,0.15,-9.795,0.0439,0.833,0.0,0.383,133.237
1725,I'm the One - Acoustic,Sunset & Highland,spotify:track:5vk20vCA4C23pXxFhtbBTx,0.601,0.372,-6.148,0.0292,0.835,0.0,0.444,146.086
1726,La Vie En Rose,Daniela Andrade,spotify:track:0VxocBntP1XTZRsR9ZURPS,0.475,0.149,-11.429,0.0395,0.844,0.0,0.318,95.423
1727,High Hopes,The Mayries,spotify:track:3z5V7oSggDeCPeEGiCIu83,0.623,0.236,-12.303,0.0368,0.864,0.0,0.349,109.708
1728,Chasing Cars,The Wind and The Wave,spotify:track:5qCAMmVToq2m3snrMX9mKO,0.467,0.307,-9.712,0.0284,0.556,0.00153,0.119,103.808
1729,Attention - Acoustic,Charlie Puth,spotify:track:2bKS7HtZ9Cy4K7NGeRlePF,0.527,0.506,-4.35,0.0748,0.593,0.0,0.96,199.949
1730,IDGAF - Acoustic,Dua Lipa,spotify:track:5ZMb1d14RLl5NHAgZIwVHc,0.682,0.382,-5.179,0.217,0.309,0.0,0.638,190.773
1731,Blank Space/Stand By Me - Live From Spotify London,Imagine Dragons,spotify:track:3Dbgo1HE3DErIBNDIO4Hyd,0.774,0.553,-6.815,0.0823,0.379,0.0,0.514,102.055
1732,Rockabye - Acoustic Version,The Mayries,spotify:track:5nMRpGfqQ0tb1TMbqBVK2J,0.528,0.291,-9.696,0.0401,0.914,0.0,0.355,76.805
1733,Another Love - Live from Spotify (SXSW),Tom Odell,spotify:track:0rhJ30qQSus6Ckn3hKZ6Hr,0.453,0.586,-6.741,0.0395,0.86,0.0,0.133,119.306
1734,Slide - Acoustic Version,Porcelain Heart,spotify:track:0QSpX88FigdeGYsrAQZj9C,0.658,0.336,-8.935,0.0624,0.751,0.0,0.49,91.676
1735,Torn - Acoustic MTV Unplugged,Natalie Imbruglia,spotify:track:1iPvdHIQQSNJ4iRm92Bcbx,0.538,0.471,-8.403,0.0441,0.719,0.0,0.499,93.808
1736,Scars To Your Beautiful,Thomas Daniel,spotify:track:19f6MVdX9dLFerHynoM5im,0.521,0.364,-9.438,0.0299,0.851,0.0,0.564,167.876
1737,Too Good At Goodbyes - Acoustic,Sam Smith,spotify:track:1JhuXhMiTBavuRXQTsGOdV,0.462,0.272,-9.274,0.0456,0.846,0.0,0.262,86.816
1738,Lot To Learn,Vivid Color,spotify:track:1AJRWM34yxnAxhF9TEK0Zj,0.57,0.468,-4.192,0.047,0.758,0.0,0.335,137.855
1739,Sunday Morning - Acoustic,Maroon 5,spotify:track:3bXhtg6H8lOMWaLZttQF6F,0.55,0.667,-8.613,0.0776,0.57,0.0,0.763,82.767
1740,Stay With Me - Live From Spotify Berlin,Angus & Julia Stone,spotify:track:5FwD0r8W7XSBtXc7Jb4HuC,0.613,0.103,-22.224,0.0434,0.829,0.0147,0.159,75.928
1741,Maps,Colin & Caroline,spotify:track:7ED8yT6oWUoq5WVIfaka4e,0.62,0.374,-9.594,0.026,0.696,4.27e-05,0.156,100.887
1742,Don't Start Now,Veil,spotify:track:2x5rbdOKuR1k0ZvwomFViJ,0.35,0.373,-8.04,0.0341,0.752,2.48e-05,0.194,99.821
1743,Cold Water,Megan Davies,spotify:track:4esmMZzUcSw6cgd8WbSOgi,0.509,0.257,-13.962,0.108,0.733,0.0,0.55,187.366
1744,Sugar - Acoustic,Francesco Yates,spotify:track:34hxvwFw9OmXVg3DO27V80,0.776,0.118,-14.651,0.0569,0.896,0.0,0.418,119.946
1745,Kiss Me - AOL Sessions Acoustic Version,Sixpence None The Richer,spotify:track:79z7dHVpP3ODaat0CK29db,0.568,0.193,-11.522,0.0283,0.892,1.5e-06,0.494,99.397
1746,In My Blood,Simon Samaeng,spotify:track:0GwkiRlUjjMjrOa2trBjMu,0.716,0.146,-14.821,0.0316,0.935,0.0,0.276,99.918
1747,Shape of You - Acoustic,Ed Sheeran,spotify:track:5ULRlgiSPSKTaJN1vU9yso,0.843,0.4,-5.576,0.103,0.49,0.0,0.927,100.728
1748,In My Mind,The Mayries,spotify:track:321MVlyIOEsI2hjYzsVrBo,0.643,0.234,-9.547,0.0294,0.857,0.0,0.267,110.264
1749,Set Fire To The Rain,Noah Guthrie,spotify:track:5foLNCCWHMFXIzgtuOVEis,0.566,0.227,-11.588,0.0502,0.703,0.0,0.507,117.979
1750,September Song - Guitar Acoustic,JP Cooper,spotify:track:7bMkcxifc4EjIQKw49EC7h,0.593,0.394,-8.946,0.029,0.355,0.0,0.543,94.909
1751,XO,Anna Elizabeth Laube,spotify:track:0oa6d6Nz5BmP7jquxEoyMm,0.456,0.154,-13.953,0.0327,0.924,0.00116,0.351,79.211
1752,Firestone - Live Acoustic Version,Kygo,spotify:track:4gek9UL5WceAq1qiZlhmGM,0.399,0.331,-10.854,0.0336,0.886,0.000839,0.278,104.599
1753,Ordinary World,Joy Williams,spotify:track:1Rzv9hwuNO1H7N947tD1e8,0.52,0.172,-11.422,0.0343,0.972,6.24e-06,0.0746,67.007
1754,You Are My Sunshine,Jasmine Thompson,spotify:track:5qMjtrGnezsafpH4oqg7oU,0.494,0.215,-10.092,0.0321,0.904,0.0,0.313,124.057
1755,She's On My Mind - Guitar Acoustic,JP Cooper,spotify:track:6O2cwVw0mjWxq98rI4YfVz,0.58,0.442,-7.626,0.0324,0.482,0.0,0.741,92.194
1756,Linger,Freedom Fry,spotify:track:3rcVJVqhuuKbVppaLXrxD5,0.572,0.285,-12.367,0.0316,0.789,0.0,0.168,88.012
1757,Price Tag - Acoustic Version,Jessie J,spotify:track:3GoAxXQ1JATxMJAtIT7hnX,0.546,0.625,-6.592,0.369,0.0933,0.0,0.506,87.906
1758,Make Me (Cry) - Acoustic,Boreal,spotify:track:4J87Y0ggs18DNP7XMn3f0X,0.667,0.429,-6.265,0.062,0.886,0.0,0.376,77.11
1759,1973 - Acoustic,James Blunt,spotify:track:4DCHszO57DZHgvqalfoITR,0.632,0.378,-11.462,0.0306,0.884,2.63e-05,0.347,125.128
1760,Too Much To Ask - Acoustic,Niall Horan,spotify:track:6HTDbFiF3c6QFRKkB6DcR4,0.519,0.192,-7.38,0.0414,0.857,0.0,0.36,125.417
1761,Creep,Arlo Parks,spotify:track:0SCox9Tmm4AxcnhDXZglYB,0.585,0.0228,-15.218,0.0422,0.986,0.000702,0.424,75.84
1762,In My Life,Wallis Bird,spotify:track:625ZpDbngDHqNgjoGiCgBp,0.447,0.124,-12.778,0.0488,0.841,2.48e-06,0.235,77.133
1763,Perfect Strangers - Acoustic,Jonas Blue,spotify:track:5AFMjlqAA0skXGqZHGZDxt,0.661,0.672,-4.292,0.0377,0.757,0.0,0.609,117.943
1764,Rather Be,Jasmine Thompson,spotify:track:0osBWMCpbGSGj5FVDzCTvy,0.534,0.332,-7.44,0.0374,0.837,0.0,0.509,110.771
1765,I Like Me Better - Recorded at Spotify Studios NYC,Lauv,spotify:track:2uQNcZYa0SEbfW4cj0d9OS,0.454,0.151,-13.444,0.06,0.777,0.0,0.362,90.187
1766,"Mad World - Recorded at Metropolis Studios, London",Lily Allen,spotify:track:1B8C0h5Y8MRvzK7j17BODg,0.585,0.211,-11.807,0.0358,0.943,1.67e-05,0.386,92.449
1767,Give Me Everything,Q.Z.B,spotify:track:5AZWf9rIKcTBGsHfRDOb3M,0.397,0.399,-10.566,0.0483,0.674,0.0,0.381,179.625
1768,Fast Car,Black Pumas,spotify:track:1WdCH2OGhDH4iaKL6782xG,0.661,0.365,-6.279,0.035,0.761,0.0,0.549,91.616
1769,High and Dry,Colin & Caroline,spotify:track:5jUExRL4pCNDYPz9qzzK2F,0.51,0.338,-9.371,0.0268,0.615,0.0,0.141,147.939
1770,True Colours,Tom Odell,spotify:track:1rGxG6Y5OgmSwGPRPJv9Q4,0.518,0.126,-12.102,0.0431,0.942,0.0,0.166,75.991
1771,Time After Time,Iron & Wine,spotify:track:5kOBEsqVNwi4udPRbagNIV,0.628,0.248,-13.304,0.032,0.814,0.0602,0.646,125.298
1772,Stay,Missy & Blonde,spotify:track:3SHg4VamqiJkGSU5o4zEaD,0.37,0.318,-6.524,0.0339,0.766,0.0,0.47,173.521
1773,Ain't Nobody (Loves Me Better) - Acoustic,Jasmine Thompson,spotify:track:1OozJMmjaGAgX8WPTTMpcG,0.512,0.245,-8.828,0.0338,0.851,0.0,0.266,93.971
1774,Stitches,Jaclyn Davies,spotify:track:3Jy394MtpM2xciRBTzxBlg,0.636,0.233,-9.381,0.0318,0.913,1.4e-06,0.16,129.759
1775,Ciao Adios - Acoustic,Anne-Marie,spotify:track:6smhUkQT8kHxF16dkziIcn,0.415,0.56,-1.789,0.036,0.632,0.0,0.378,115.782
1776,Slow Hands - Acoustic,Niall Horan,spotify:track:7tAPTpA6VmKAeu3S5w9RVW,0.822,0.22,-8.36,0.0382,0.25,0.0,0.634,87.453
1777,Summertime Sadness (Acoustic Cover) feat. Keelan Donovan,Megan Davies,spotify:track:6TqDrmjUDqQo4JiF1apQnL,0.62,0.403,-6.998,0.0393,0.636,0.0,0.528,135.84
1778,Hey Brother,The Mayries,spotify:track:5Hu8zdEUszmTkCeSsm3Ly9,0.558,0.224,-14.676,0.0312,0.847,0.0,0.255,114.767
1779,Let It Go - James Bay Spotify Session 2015,James Bay,spotify:track:4tYokojnBEp5pBWO7wTRPA,0.499,0.21,-9.122,0.042,0.891,1.17e-05,0.39,140.23
1780,Chained To The Rhythm,Lola Rhodes,spotify:track:6WYZpPWeHcAXd0KVSfjbwI,0.365,0.391,-8.404,0.0354,0.725,0.0,0.337,179.275
1781,Rhythm Inside - Acoustic,Calum Scott,spotify:track:7vO3KTA1YPgw6eb3NITrO3,0.714,0.404,-5.205,0.0352,0.863,0.0,0.251,120.373
1782,Still Falling For You - Live,Ellie Goulding,spotify:track:26m4W0OdNVDsgDY5relJwj,0.743,0.272,-8.055,0.0399,0.902,0.0,0.579,92.074
1783,Issues - Acoustic,Julia Michaels,spotify:track:7M8d1oa1Rfvik0RRHT12wt,0.691,0.343,-6.107,0.0531,0.742,0.0,0.591,114.398
1784,I'll Be There for You,Edith Whiskers,spotify:track:4YV0dYmHFCMrnWNG47IJVd,0.512,0.151,-10.57,0.0387,0.963,0.0,0.285,153.306
1785,Wild Love - Acoustic,James Bay,spotify:track:4zDQS1OCghoOKkjw6hf2qT,0.519,0.407,-7.682,0.0384,0.844,0.0,0.515,139.954
1786,Sorry - Live,Gavin James,spotify:track:2i4sEJNbfcEKtqU0dcY9O1,0.357,0.305,-10.823,0.0415,0.727,0.0,0.244,82.141
1787,New Rules - Acoustic,Dua Lipa,spotify:track:4X283dKwcjIqJiOCV1dMBJ,0.826,0.345,-6.018,0.0372,0.601,0.0,0.508,116.072
1788,Hello,Erato,spotify:track:5mCLi8QdP2d9EoSIEoO8jX,0.587,0.189,-10.553,0.0355,0.95,3.29e-06,0.217,73.424
1789,"How to Save a Life - Live in Nashville, TN - December 2006",The Fray,spotify:track:32N3bQcpqADdTGKTHBq5px,0.328,0.502,-5.914,0.0329,0.767,0.0,0.248,123.745
1790,If You Ever Wanna Be In Love - James Bay Spotify Session 2015,James Bay,spotify:track:359lSGQwvAM3aZA5UNwqiQ,0.68,0.315,-8.425,0.0391,0.913,0.0,0.361,117.614
1791,Unchained Melody,Lykke Li,spotify:track:2eH4LAMhD20bl8tQseKckb,0.371,0.0731,-8.051,0.0328,0.931,0.0,0.316,137.466
1792,Better Together,Us The Duo,spotify:track:6KzL8s8GdRbd5Mal8yLz6R,0.79,0.3,-10.597,0.0622,0.649,0.0,0.49,110.187
1793,Little Talks,Julia Sheer,spotify:track:1ulDt6ySVbMbzZCBO6hSfb,0.637,0.263,-9.094,0.0399,0.873,0.0,0.487,97.423
1794,I Wanna Dance with Somebody,Rachel Brown,spotify:track:550Wn0mCBgXSnTNouQA2fY,0.712,0.102,-11.422,0.0522,0.899,0.0,0.38,104.371
1795,Crazy in Love,Daniela Andrade,spotify:track:6m0qBDIhzICOwWMPZdgyVK,0.606,0.326,-9.401,0.119,0.868,0.0,0.489,78.906
1796,New Rules,Becca Adams,spotify:track:2xugNZzWFJVQB54PS5XnG2,0.617,0.189,-12.11,0.0302,0.954,0.0,0.28,90.047
1797,Nervous - Acoustic,Gavin James,spotify:track:3ZAbCtTT1qSmJFSilUjhpr,0.427,0.127,-12.731,0.0419,0.964,1.92e-06,0.259,76.357
1798,I'm Yours - (From the Casa Nova Sessions),Jason Mraz,spotify:track:1QlWYpD8hrhmS0kDDWwgb8,0.514,0.176,-12.228,0.037,0.891,0.0,0.526,141.463
1799,Stay - Recorded At Spotify Studios NYC,CHVRCHES,spotify:track:7czJzGCQ4ZQhik0mrTG85W,0.391,0.211,-11.867,0.0349,0.937,0.01,0.218,111.601
1800,Dancing in the Dark,Eddie Berman,spotify:track:0aLBrgdmfl1DADg3ZO6y0N,0.463,0.153,-14.082,0.0385,0.903,1.23e-05,0.254,73.506
1801,You Were There,The Toxic Avenger,spotify:track:1DtAX7RT29Qw75iAiRCT3R,0.861,0.431,-8.289,0.0453,0.000668,0.0983,0.139,98.983
1802,The Mountain Will Fall,DJ Shadow,spotify:track:7fKjt9lQRrbi7JaqfIsjIH,0.349,0.489,-7.36,0.0373,0.00045,0.765,0.0349,136.134
1803,The Sideshow (feat. Ernie Fresh),DJ Shadow,spotify:track:2TD9wVSR6dKi7R0arHRFWT,0.82,0.809,-8.283,0.196,0.0275,0.137,0.284,101.015
1804,Arena,Digitalism,spotify:track:51OKmXqAn6lR4LaW9trQ0D,0.541,0.626,-8.838,0.0641,0.000292,0.879,0.321,126.012
1805,Shangri-La,Digitalism,spotify:track:04zbBPRto6Jy8g9aCdcgFN,0.529,0.633,-8.302,0.0447,0.000299,0.362,0.319,169.052
1806,Genesis,Justice,spotify:track:2W29TNaSCiolWbPfQNgNOW,0.712,0.788,-5.122,0.362,0.0202,0.329,0.289,117.13
1807,D.A.N.C.E.,Justice,spotify:track:0MYTcPXAAmeKBUpBgtAV0J,0.594,0.961,-5.443,0.338,0.0463,0.0,0.531,113.126
1808,Let There Be Light,Justice,spotify:track:3ANVXaOA6QkYiuEYAjylki,0.609,0.891,-3.281,0.0564,0.000128,0.0221,0.0439,123.002
1809,Phantom,Justice,spotify:track:1mXhoBjKSYGnbF1KqMWhA3,0.6,0.459,-5.44,0.0616,0.00869,0.0145,0.123,117.038
1810,"Phantom, Pt. II",Justice,spotify:track:4gy5mZED6resnQ34djqdxk,0.621,0.726,-6.407,0.189,0.0022,0.785,0.386,116.95
1811,Blizzard,Kavinsky,spotify:track:3Y2zex8JatFQaHwVFBvKxH,0.669,0.904,-2.047,0.0792,0.0661,0.541,0.133,112.038
1812,Testarossa Autodrive,Kavinsky,spotify:track:5MOwFMdgsaysrVPcE7Flnj,0.525,0.854,-4.193,0.256,0.0423,0.0,0.749,130.013
1813,Rampage,Kavinsky,spotify:track:2L229dt48Ged4SdbenZrd7,0.432,0.873,-3.015,0.0588,0.0124,0.0956,0.503,111.121
1814,Da Funk,Daft Punk,spotify:track:7D4FK4maB3qK0YJexCUJ7Q,0.806,0.7,-5.269,0.0752,0.00196,0.891,0.892,111.215
1815,Wild for the Night (feat. Skrillex & Birdy Nam Nam),A$AP Rocky,spotify:track:22Mme5vsZ688TMUieIHdx3,0.756,0.857,-4.185,0.336,0.0452,0.0,0.688,140.017
1816,Helix,Justice,spotify:track:37hv4njU4sHxZAGCmBjd7f,0.66,0.862,-5.602,0.0371,0.0132,0.598,0.254,116.972
1817,On'n'On,Justice,spotify:track:4woQ1mc7PzrQ39j0asLJrf,0.524,0.601,-5.36,0.0369,0.0679,0.0,0.542,91.82
1818,Viol,Gesaffelstein,spotify:track:07aqlD34P6qYrWjRNBt1eW,0.597,0.839,-6.964,0.0377,7.59e-05,0.825,0.202,108.993
1819,Pursuit,Gesaffelstein,spotify:track:2jJIxT6WAIVWzDo3Ou53Q0,0.682,0.934,-4.822,0.0741,0.0619,0.926,0.0708,108.982
1820,Aleph,Gesaffelstein,spotify:track:0W2275seLSrfjHxeWmDb6l,0.494,0.894,-6.061,0.044,0.0341,0.905,0.369,162.035
1821,Odd Look,Kavinsky,spotify:track:3T1CEAG5ukgdqGvQuXWzqI,0.578,0.945,-2.19,0.0852,0.0841,0.0011,0.4,105.115
1822,Wayfarer,Kavinsky,spotify:track:5RxJENtSzEkPr6N6476Xtx,0.597,0.873,-7.335,0.0371,0.000279,0.696,0.382,125.413
1823,Disco Zombi Italia,Carpenter Brut,spotify:track:5P7vyuXeMJ6GDqbnlDjRd3,0.68,0.791,-4.34,0.0464,4.99e-05,0.883,0.434,123.973
1824,Le Perv,Carpenter Brut,spotify:track:3TGdjEu0eB6i0ZiiOjTCVR,0.537,0.911,-3.964,0.0478,1.06e-05,0.853,0.388,120.036
1825,Hang'em All,Carpenter Brut,spotify:track:6Uh9buPdy7c8lVVkx8YR5v,0.315,0.884,-1.475,0.0659,0.000113,0.923,0.0776,116.101
1826,Angst : Four,The Toxic Avenger,spotify:track:7Dj5rAmdPYI96qYo5GAxPH,0.253,0.475,-5.985,0.0499,0.00346,0.0244,0.215,205.961
1827,Make This Right,The Toxic Avenger,spotify:track:7mSmt2yar5VUXZNBV4AnpE,0.674,0.774,-8.309,0.0366,0.00586,0.107,0.101,102.005
1828,DNA,Zeds Dead,spotify:track:5SeY97el89aK3sxt2uAHts,0.711,0.931,-4.029,0.276,0.0744,1.92e-06,0.42,91.07
1829,Lights Out,Zeds Dead,spotify:track:1jDs90B3VVMct1FsJ1p5cj,0.567,0.824,-5.765,0.0473,0.0805,0.0296,0.0398,146.023
1830,Me No Care,Zeds Dead,spotify:track:4NzuzmnpbFPxqBv2LFB5HM,0.577,0.878,-4.663,0.122,0.022,0.123,0.393,175.056
1831,Hadouken (VIP),Zeds Dead,spotify:track:0qexuiai99dy81DJmtnK9j,0.662,0.913,-3.79,0.0856,0.0171,0.00545,0.362,145.081
1832,Head Splitter,Getter,spotify:track:5GHb72Wb3FiB29SOD4ZfoO,0.739,0.876,-6.771,0.0504,0.00599,0.446,0.479,149.994
1833,Mr. B (feat. Dominic Lalli),GRiZ,spotify:track:6d3ALWkrmqO6GCi6McHb1Q,0.675,0.737,-7.34,0.0737,0.0142,0.191,0.376,100.012
1834,I Remember - J Majik & Wickaman Remix,deadmau5,spotify:track:2RuBAvgCePBw6YuTOfvLMZ,0.559,0.94,-3.675,0.0391,0.000281,0.0652,0.502,88.501
1835,Into the Labyrinth,Kraddy,spotify:track:6eXFBZFwbRdMsnH3L307RO,0.561,0.594,-8.334,0.0633,0.000918,0.574,0.199,140.039
1836,Burn It Down,Kraddy,spotify:track:5YavTFEywm8zyRQY1WRvx6,0.722,0.788,-7.159,0.079,0.0116,0.493,0.733,145.114
1837,The Prestige,Kraddy,spotify:track:0Q1mms65ueWOXW2J2hh5kK,0.642,0.857,-6.663,0.173,0.0113,0.243,0.303,139.981
1838,Running Wild,LOWSELF,spotify:track:4RJ4EnyIwcq2tzin5QrDRr,0.628,0.896,-6.006,0.0539,0.0263,0.136,0.0704,94.991
1839,Soldiers,Kyle Dixon & Michael Stein,spotify:track:54by0m2G1A6u1R87HxzaFB,0.597,0.317,-13.899,0.0319,0.219,0.909,0.0399,97.978
1840,Stranger Things - Extended,Kyle Dixon & Michael Stein,spotify:track:4I90I39s5W0QrD1QtG3bwQ,0.19,0.226,-17.993,0.0362,0.711,0.909,0.0996,83.993
1841,Hydrogen,M|O|O|N,spotify:track:38rMZCtAPuRgOuV3pyFDmF,0.797,0.948,-7.941,0.0523,0.0052,0.752,0.0451,125.934
1842,84' Dreamin,Com Truise,spotify:track:3QtDwzsHJayeFRH0mON2Qg,0.56,0.573,-8.683,0.286,0.208,2.51e-05,0.236,148.6
1843,Quixotic,M|O|O|N,spotify:track:5cZva2sFzjPzbSs0x0FVXP,0.709,0.45,-14.076,0.0521,0.0454,0.882,0.34,118.011
1844,Future Club,Perturbator,spotify:track:20ztml2STRF7Sq1UaBB6ox,0.448,0.955,-2.945,0.0441,0.00108,0.837,0.39,99.994
1845,Sexualizer (feat. Flash Arnold),Perturbator,spotify:track:4mbYAXxvtRHjLZT92MTT8k,0.534,0.801,-5.544,0.0309,0.022,0.8,0.201,135.023
1846,Lady,Chromatics,spotify:track:6otIc0oVvatI8rNxLUNS05,0.721,0.694,-12.707,0.0391,0.122,0.8,0.643,103.541
1847,Miami Disco,Perturbator,spotify:track:5QyvmZYiOuK0saTv6J77Yg,0.611,0.942,-3.311,0.101,0.063,0.0557,0.94,120.004
1848,In The Face Of Evil,Magic Sword,spotify:track:2bHpNAMEsB3Wc00y87JTdn,0.296,0.764,-4.499,0.0315,0.011,0.0724,0.144,143.89
1849,Run,IAMTHEKIDYOUKNOWWHATIMEAN,spotify:track:63AYMkPl6rRn9m9NuUMrxI,0.457,0.58,-8.132,0.096,0.415,0.305,0.038,180.051
1850,Miami - Original Mix,Jasper Byrne,spotify:track:6zEGOVxDlKdv7kauGS20X8,0.474,0.646,-7.604,0.0325,0.00062,0.818,0.152,95.025
1851,Voyager - Original Mix,Jasper Byrne,spotify:track:1bweOqaO6SIGRRMupc7zMm,0.685,0.63,-10.909,0.0417,0.067,0.841,0.788,119.993
1852,She Swallowed Burning Coals,El Tigr3,spotify:track:0F1yb5tFzXDocAXqcljA9H,0.641,0.645,-7.996,0.0479,0.0418,0.0404,0.342,109.994
